,UserName,SrcDevice,DstDevice,Authent Type,Failure,DailyCount
0,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
1,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
2,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
3,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
4,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
5,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
6,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
7,User341813,Comp948451,Comp915658,NetworkLogon,0,1.0
8,User341813,Comp948451,Comp004340,TGS,0,1.0
9,User341813,Comp948451,Comp004340,TGS,0,1.0
10,User341813,Comp948451,Comp004340,TGS,0,1.0
11,User341813,Comp948451,Comp004340,TGS,0,1.0
12,User341813,Comp948451,Comp004340,TGS,0,1.0
13,User341813,Comp948451,Comp004340,TGS,0,1.0
14,User341813,Comp948451,Comp004340,TGS,0,1.0
15,User341813,Comp948451,Comp004340,TGS,0,1.0
16,User341813,Comp948451,Comp004340,TGS,0,1.0
17,User341813,Comp948451,Comp004340,TGS,0,1.0
18,User341813,Comp948451,Comp004340,TGS,0,1.0
19,User341813,Comp948451,None,WorkstationLock,0,3.0
20,User341813,Comp948451,None,WorkstationLock,0,3.0
21,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
22,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
23,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
24,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
25,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
26,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
27,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
28,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
29,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
30,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
31,User341813,Comp948451,Comp004340,NetworkLogon,0,1.0
32,User341813,Comp948451,Comp370444,TGS,0,5.0
33,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
34,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
35,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
36,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
37,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
38,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
39,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
40,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
41,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
42,User341813,Comp948451,Comp327612,NetworkLogon,0,1.0
43,User341813,Comp948451,Comp829338,TGS,0,1.0
44,User341813,Comp948451,Comp829338,TGS,0,1.0
45,User341813,Comp948451,Comp829338,TGS,0,1.0
46,User341813,Comp948451,Comp829338,TGS,0,1.0
47,User341813,Comp948451,Comp829338,TGS,0,1.0
48,User341813,Comp948451,Comp327612,TGS,0,1.0
49,User341813,Comp948451,Comp327612,TGS,0,1.0
50,User341813,Comp948451,Comp327612,TGS,0,1.0
51,User341813,Comp948451,Comp327612,TGS,0,1.0
52,User341813,Comp948451,Comp327612,TGS,0,1.0
53,User341813,Comp948451,Comp327612,TGS,0,1.0
54,User341813,Comp948451,Comp327612,TGS,0,1.0
55,User341813,Comp948451,Comp327612,TGS,0,1.0
56,User341813,Comp948451,Comp327612,TGS,0,1.0
57,User341813,Comp948451,Comp327612,TGS,0,1.0
58,User341813,Comp948451,Comp327612,TGS,0,1.0
59,User341813,Comp948451,None,ScreensaverInvoked,0,1.0
60,User341813,Comp948451,None,ScreensaverInvoked,0,1.0
61,User341813,Comp948451,None,ScreensaverInvoked,0,1.0
62,User341813,Comp948451,None,InteractiveLogon,0,2.0
63,User341813,Comp948451,None,InteractiveLogon,0,2.0
64,User341813,Comp948451,None,InteractiveLogon,0,2.0
65,User341813,Comp948451,None,InteractiveLogon,0,2.0
66,User341813,Comp948451,None,InteractiveLogon,0,2.0
67,User341813,Comp948451,None,InteractiveLogon,0,2.0
68,User341813,Comp948451,None,InteractiveLogon,0,2.0
69,User341813,Comp948451,None,InteractiveLogon,0,2.0
70,User341813,Comp948451,None,InteractiveLogon,0,2.0
